URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapa/development-site/4022165,"2049 State Highway 10, Waipapa",For sale by negotiation,"PRIME DEVELOPMENT OPPORTUNITY WAIPAPA

Strategically located in the rapidly growing Waipapa business district is 16.095 hectares of Freehold land marked as Light Industrial under the Far North District Council proposed plans. There is the option to purchase the entire 16ha or the front portion of approximately 8ha.

This rare opportunity offers a wide range of possibilities for investors, developers, and owner-occupiers. The property has exceptional frontage to State Highway 10 and is surrounded by other commercial businesses. 

The property has a natural high elevation to SH10 and slopes away at the rear. Access to the property is via Waipapa Loop Road off the Waipapa roundabout. There is an existing entrance immediately off State Highway 10 to the main house. 
There are multiple accommodation buildings and large sheds that could be used for holding income and a grazing arrangement made with the adjacent farmer prior to your development completing. 

KEY FEATURES:

8 to 16ha of Freehold land
Light Industrial zoning under the proposed Far North District Council plans
Strategically positioned in rapidly growing Waipapa
Good access off Waipapa roundabout

Enquire now for a detailed information pack.

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapa/development-site/4023361,"20 Klinac Lane, Waipapa",For sale by negotiation,"CORNER SITE WAIPAPA, BUY WHOLE OR HALF

Now is your opportunity to purchase at the entrance to the Waipapa retail precinct. This corner profile vacant land is an exceptional opportunity for Developers, Investors and Owner Occupiers!

Vacant land on Klinac Lane is a rare find in a growing industrial and retail hub. This property is perfectly suited for retail, industrial or an office. See photo 12 for the proposed subdivision of the site. 

KEY FEATURES:

Land area: 12,148m² more or less
Purchase half OR the whole site
Corner profile
Potential for multiple entrances
Conveniently close to State Highway 10

For Sale:
By Negotiation + GST (if any)

Enquire for the price guide on the whole or half.

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapa/development-site/4084328,"2006 State Highway 10, Waipapa",For sale by negotiation,"3.3HA DEVELOPMENT LAND ON STATE HIGHWAY 10

Position yourself at the heart of Waipapa’s growth corridor with this exceptional 33,440m² Freehold landholding. Perfectly located near the busy State Highway 10 roundabout, this site enjoys unrivalled visibility and strong traffic flow, directly benefiting from its position beside the new Bunnings store, Promax Plastics, and across the road established businesses include Kerikeri Colour Centre and Waipapa Auto Repairs.

This site is ready for the next stage of development for a major retailer / supermarket, or utilise the owners approved Resource Consent for subdivision into 11 lots, complete with a large SH 10 access. Zoned Rural Production but earmarked as Light Industrial under the Proposed District Plan, the property offers strong potential for Retail, Commercial or light Industrial development.

With outstanding exposure, excellent positioning, and a high-profile location in Waipapa’s thriving Commercial hub, this land presents a rare opportunity for forward-thinking investors and developers.

Do not miss the chance to invest in Waipapa where premium development sites like this with SH 10 profile and access seldom come to market.

KEY FEATURES:

    High profile on State Highway 10
    Perfectly positioned development site
    Approved subdivision Resource Consent for 11 lots
    Freehold land area: 33,440m²
    Surrounded by prominent businesses
    Currently zoned as Rural Production and marked as Light Industrial under the Proposed District Plan

For Sale
By Negotiation + GST (if any)

For more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapa/industrial/4017253,"1945A State Highway 10, Waipapa","For Sale $1,500,000Plus GST (if any)","PRIME WAIPAPA VACANT LAND 

This rural production zoned property is marked as heavy industrial under the proposed plan, making this an exceptional opportunity for Developers and Investors!  Vacant land on State Highway 10 in a growing industrial and retail hub is an exceedingly rare find. An additional square-shaped 1,800-2,000m² (approx.) can also be purchased by way of boundary adjustment, at the Vendors cost! As shown in the images, at the northwestern corner of the property. 


    Rural Production zoned land marked as Heavy Industrial under the     proposed plan
    Freehold title approx. 6,172m²
    Additional Freehold 2,000m² (approx.) available 
    Prime location

For Sale 
$1,500,000 + GST (if any)

For everything commercial and to view, contact Regan.

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapa/industrial/4101938,"24B Maritime Lane, Waipapa","For Sale $1,080,000Plus GST (if any)","DEVELOPMENT OPPORTUNITY WITH HOLDING INCOME

This perfectly positioned property is situated on the entrance road into the Waipapa retail precinct and is just 350 metres from the State Highway 10 roundabout and is within close proximity to the Kerikeri township. Surrounded by thriving businesses like Truweld Engineering, Plumbing World and Mitre 10, this property is guaranteed excellent visibility and high traffic exposure. 

The 4,532m² Freehold property offers potential for Industrial or Commercial development. The fully gravelled property features a 3-phase power plinth and a water connection. The site has been used as a storage facility and there is 11 containers and a temporary shelter that can be included in the sale offering a good holding income prior to any formal development. 

Make the most of this great investment opportunity in one of the most desirable locations in the Bay of Islands! Secure your stake in Waipapa today.

KEY FEATURES:

    Perfectly positioned vacant lot
    Freehold land area: 4,532m²
    3-Phase power plinth and water connection 
    Within close proximity to State Highway 10 
    Holding income

For Sale
$1,080,000 + GST (if any)

For more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/waipapakauri/industrial/4058914,"1640 State Highway 1, Waipapakauri",For sale by negotiation,"Present All Offers

FAR NORTH WAREHOUSE, WORKSHOP AND CHILLER COMPLEX

Are you looking for storage, workshop or chiller space? 1640 State Highway 1 is a short 8-minute drive north of Awanui and provides it all. Previously utilised as an avocado packhouse, it is now vacant and ready for its next owner.
The complex includes three separate buildings with considerable size and flexibility. The original half-round building has had extensions to each size with a floor area of around 528m² with offices and an ablutions block on the front. The office block includes a couple of offices and a lunch room with a heat pump to keep the team cool.
Two internal roller doors join the storage shed, a 2001 steel portal building of some 280m² with large roller door access at front and rear. With a 3.3 m knee height and high bay LED lighting, this is well set up for internal loading of produce or stock. Three-phase power is installed and a bore with large storage tanks supply water. 10kw of solar panels offset power cost in the winterless north and State Highway access and exposure is excellent for profile.
The cool store was added in 2005 and consists of four coolrooms and a truck loading bay under a steel portal roof. Total coolroom space is around 193m². The apron is concrete with a gravel car park supplying staff parking. The owners have given clear instructions to sell and with a site ready to operate please contact us today for a full information pack.

Read more",Hayden Rasmusen : 021882 664
https://www.barfoot.co.nz/property/commercial/far-north-district/whangaroa/4094425,"8 Lewer Road, Whangaroa","For Sale $1,540,000Plus GST (if any)","ESCAPE TO OPPORTUNITY

Embrace the relaxed lifestyle of Pacific Harbour Lodge, a unique Freehold Going Concern opportunity located in Whangaroa, just 35km from Kerikeri and 30km from Mangonui. On offer is an established business and a versatile property overlooking one of New Zealand’s most breathtaking harbours. Pacific Harbour Lodge offers expansive views of the harbour and Whangaroa’s dramatic cliffs, lush forests and serene coves. Just a short walk from the Whangaroa Marina and sports fishing club, the lodge attracts tourists seeking game fishing, hiking & boating adventures, as well as a tranquil escape. Whangaroa is internationally recognised as a game fishing gateway.

This exceptional property offers a total of 9 accommodation rooms, comprised of 6 fully self-contained units with cooking facilities; and 3 rooms with ensuites (no kitchens) underneath the managers house. Guest amenities include a spacious deck, a courtyard barbeque area and free WiFi. The main accommodation block has a new roof and new entrance doors. The Manager’s accommodation is a stunningly renovated home with an ensuite master bedroom, a large laundry, private deck and a separate garage. 

Pacific Harbour Lodge is a thriving lifestyle business with growth potential. The off season allows for extended holidays for working owners, which the current owner has enjoyed. With its unmatched location and increased tourism in the region, there is potential for even greater returns as tourism returns.

Don’t miss this opportunity to own the FHGC of Pacific Harbour Lodge, where stunning views, adventure and a thriving business meet. 

KEY FEATURES:

    9 Rooms in total
    Stunning Managers residence with exceptional private areas
    Courtyard barbecue area & deck
    Positive online brand presence and guest reviews
    Well maintained and positioned for future growth
    Freehold Land Area: 1,622m² 
    Vendor finance options available

For Sale: $1,540,000 + GST (if any)
(Land, buildings & motel business)

Enquire for more information.
 

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/whangaroa/hotel-slash-leisure/4094424,"8 Lewer Road, Whangaroa","For Sale $1,540,000Plus GST (if any)","ESCAPE TO OPPORTUNITY – OWN PACIFIC HARBOUR LODGE

Embrace the relaxed lifestyle of Pacific Harbour Lodge, a unique Freehold Going Concern opportunity located in Whangaroa, just 35km from Kerikeri and 30km from Mangonui. On offer is an established business and a versatile property in an enviable location overlooking one of New Zealand’s most breathtaking harbours. 

Perched above the picturesque harbour, Pacific Harbour Lodge offers expansive views of the harbour and Whangaroa’s dramatic cliffs, lush forests and serene coves. Just a short walk from the Whangaroa Marina and sports fishing club, the lodge attracts tourists seeking game fishing, hiking and boating adventures as well as a tranquil escape. Whangaroa is internationally recognised as a game fishing gateway.

This exceptional property offers a total of 9 accommodation rooms, which are comprised as 6 fully self-contained units with cooking facilities; and 3 rooms with ensuites (no kitchens) underneath the managers house. Guest amenities include a spacious deck, a courtyard barbeque area and free WiFi. The main accommodation block has just had a new roof and new entrance doors. The Manager’s accommodation include a stunningly renovated home with an ensuite master bedroom, a large laundry, private deck and a separate garage. 

Pacific Harbour Lodge is a thriving lifestyle business with growth potential. The off season allows for extended holidays for working owners in which the current owner has enjoyed. With its unmatched location and increased tourism in the region, there is potential for even greater returns as tourism returns to the Far North.

Don’t miss this opportunity to own the freehold going concern of Pacific Harbour Lodge, where stunning views, adventure and a thriving business meet. 

KEY FEATURES:

    9 Rooms in total
    Stunning Managers residence with exceptional private areas
    Courtyard barbecue area and deck
    Positive online brand presence and guest reviews
    Well maintained and positioned for future growth
    Freehold Land Area: 1,622m² 
    Vendor finance options available

For Sale: $1,540,000 + GST (if any)
Freehold Going Concern (Land, buildings and motel business)

Enquire for more information.

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/franklin-district/pukekohe-east/development-site/4071441,"106 Rutherford Road, Pukekohe East",For sale by negotiation,"VENDOR WILL SELL BELOW REGISTERED VALUATION

For the purpose of this transaction, the vendor is GST registered and the purchase price is plus GST (if any).

OCR cuts, cheaper borrowing, and a vendor selling under valuation. Where better to invest?

Tegel Foods Limited is one of New Zealand's largest and most prominent food producers, producing the most consumed meat in New Zealand. Attracting smart investors and land bankers is this exceptional passive poultry investment with the balance of a 10-year lease to Tegel Foods Limited, with an income of $667,416 + GST p.a. The tenant is responsible for outgoings, including feed, labour, and management of the business. As the property owner, you get to sit back, relax and reap the rewards.

The leased area consists of approximately 3 hectares of land, associated amenity buildings, and five sheds with a total production area of over 6,800m² (approx.), along with the scope for future expansion with a resource consent granted for a further three sheds, being an additional 5,400m² (approx.), which could add to your nest egg. The property is situated on 9.27 hectares (22.9 acres) of gently contoured land.

The balance of the land, along with a spacious Lockwood-style home and a substantial 242m² high-stud shed with accommodation facilities, are not part of the lease and therefore provides the opportunity to generate an additional healthy income or provide a comfortable lifestyle living home and income.

The Lockwood-style home brings a combination of comfort and warmth throughout the timber interior, alongside large windows with light streaming in. There are four bedrooms, an office, two bathrooms, and a roomy separate lounge, which has a rental appraisal for up to $750 per week. The addition of the rent from this house could provide further income potential of approximately $39,000 p.a., plus additional possibilities for the lease of the implement shed. Not only will this property give you an opportunity to landbank on the outskirts of Pukekohe, but also generate a healthy return at the same time. Strategically located south of Auckland and 5km from motorway access, this is an ideal location for a parent stock rearing farm for Tegel Foods Limited.

Having been in the family for several years, the retired vendor has made the decision to sell. Excellent opportunity for investors to acquire a substantial agribusiness enterprise in an industry with a reputation for regular and consistent income and high returns on investment.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/pukekohe/development-site/4009367,"135-185 Cape Hill Road, Pukekohe",For sale by negotiation,"FUTURE URBAN ZONE PUKEKOHE

Opportunity to purchase this 50.2775 hectare (124.2 acres) of Future Urban zoned land in five titles. The majority of the property is proposed to be zoned Residential - Mixed Housing Urban and Residential - Mixed Housing Suburban with a smaller portion being Business - Light Industry zone under the Pukekohe-Paerata Structure Plan 2019.

Road frontages onto Cape Hill Road of approximately 785 metres.

Situated immediately adjoining the northern residential areas of Pukekohe. Parts of the property boast views over Pukekohe and the surrounding rural land. The property is 4.3km from new Paerata Train Station and 2.5km from Pukekohe CBD.

The property has been in the same family for over 60 years and they have now decided to sell.

All investors, developers and land bankers must view.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/pukekohe/development-site/4045340,"120 Station Road, Pukekohe",For sale by negotiation,"FUTURE URBAN ZONE - PUKEKOHE

Opportunity to purchase 2.65 hectares of Future Urban zoned land. The property is proposed to be zoned Business - Light Industry under the Pukekohe-Paerata Structure Plan 2019.

The property includes an approximately 210m² home.

Situated in close proximity to the southern boundary of fast-growing Pukekohe and just north of the recently rezoned 82ha (PC 74) being a combination of residential and light industrial. 

Land bank for the future. All investors, developers, and land bankers must view.

Only 700m from the Pukekohe train station and close to the centre of town this is a well-positioned property for future growth.

Note: the property is subject to a Notice of Requirement by Auckland Transport for the proposed future Pukekohe South East Arterial.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/pukekohe/industrial/4075259,"301 Buckland Road, Pukekohe",For sale by negotiation,"PUKEKOHE BUSINESS LAND FOR SALE

This 43,602m² General Business zoned land benefits from an extremely high-profile position with 383m of road frontage. The property is being developed into sites ranging from 5,000m² to over 12,000m². See the indicative concept plan, which is flexible. Let us know your requirements, and we can customise a site to meet your business needs.  

Situated on Buckland Road, the site is well connected to Pukekohe township’s main large-format retail and industrial hub. Pukekohe is located approximately 50km south-west of the Auckland CBD. The township serves its own population of over 30,000, as well as the wider Franklin District in South Auckland, which includes growth townships such as Waiuku, Pokeno, Tuakau, and Karaka.

The General Business zone provides for a range of business activities, from light industrial to limited office use, large-format retail, and trade suppliers.

Contact the listing agent to express your interest.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/pukekohe/office/89233,"211 King Street, Pukekohe",For sale by negotiation,"MAIN STREET RETAIL INVESTMENT

Investment opportunity with development potential in the tightly held Pukekohe CBD.

Approx. 350m² north-facing building situated on 357m² land being sold with vacant possession. Zoned Business - Town Centre, which is a very flexible zoning allowing for a wide range of commercial, leisure, residential, tourist, cultural, community, and civic services, providing a focus for commercial activities and growth. Provisions typically enable buildings of between four and eight storeys.

Great location on the main street of Pukekohe. Ideally suited for owner-occupiers, investors or developers. Surplus to vendors requirements and instructions are to sell.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/tuakau/development-site/88405,"105 Bollard Road, Tuakau",For sale by negotiation,"INDUSTRIAL ZONE


Opportunity for developers or large-scale owner-occupiers
31.57 hectares (more or less) of industrial zoned land in two titles
Flat to easy contour
Holding income from kiwifruit, onions and potatoes
Two road frontages allowing access off Bollard and Whangarata Roads
Cost-effective industrial land
Easy access to the Golden Triangle economic zone comprising Auckland, Hamilton and Tauranga
Services include power, gas, town supply water, and wastewater - the property is serviced by two deep well irrigation bores
A smaller option could be available
Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/tuakau/development-site/89946,"124 Bollard Road, Tuakau",For sale by negotiation,"INDUSTRIAL ZONE


Developers or owner-occupiers
5.0960 hectares (more or less) of prime industrial land
Flat to easy contour
Holding income from potatoes and onions
Services include power, gas, town supply water, and waste water
Close proximity to Pukekohe (13km) and Pokeno motorway on-ramps (6km)
Easy access to the Golden Triangle economic zone comprising Auckland, Hamilton, and Tauranga
Industrial land in and around Auckland is harder to find so act quickly
Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/tuakau/industrial/86454,"Lot 16/22 Allie Drive, Tuakau",For sale by negotiation,"TUAKAU INDUSTRIAL SECTIONS

Now Selling Stage 2!

Section sizes are as follows:
Lot 13 - 3,372m²
Lot 15 - 4,291m²
Lot 16 - 12,243m²

Sections zoned Industrial, allowing businesses including manufacturing, processing, assembling, storage, distribution, and wholesale activities and is a well-positioned investment opportunity for potential purchasers.

Location - close proximity to Pukekohe (13km) and Pokeno motorway on-ramps (6km) providing easy access to Auckland, Hamilton, and Tauranga. Considerable land surrounding Tuakau is proposed to be re-zoned to Residential in the shorter term, underpinning Tuakau's high growth status.

Ideal for owner-occupiers, investors, and developers. 11 sections from Stage one sold fast, so call now for an information pack.

Note: The owner would also lease the land as fenced metal yard areas ranging from 5,000m².

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/tuakau/industrial/86932,"Lot 15/24 Allie Drive, Tuakau",For sale by negotiation,"TUAKAU INDUSTRIAL SECTIONS

Now selling Stage 2!
Section sizes are as follows:

Lot 13 - 3,372m²
Lot 15 - 4,291m²
Lot 16 - 12,243m²

The sections are zoned industrial, allowing businesses including manufacturing, processing, assembling, storage, distribution and wholesale activities, and is a well-positioned investment opportunity for potential purchasers.

The location is in close proximity to Pukekohe (13km) and Pokeno motorway on-ramps (6km) providing easy access to Auckland, Hamilton and Tauranga - being the golden triangle.

Considerable land surrounding Tuakau is proposed to be re-zoned to residential in the shorter term underpinning Tuakau's high growth status.

Ideal for owner/occupiers, investors and developers.

Eleven sections from Stage 1 sold fast, so call now for an information pack.

Note the owner would also lease the land as fenced metal yard areas ranging from 5,000m².

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/tuakau/industrial/86933,"Lot 13/27 Allie Drive, Tuakau",For sale by negotiation,"TUAKAU INDUSTRIAL SECTIONS!

Now selling stage two!

Section sizes are as follows:
Lot 13 - 3,372m²
Lot 15 - 4,291m²
Lot 16 - 12,243m²

Sections zoned Industrial, allowing businesses including manufacturing, processing, assembling, storage, distribution, and wholesale activities and is a well-positioned investment opportunity for potential purchasers.

Location - close proximity to Pukekohe (13km) and Pokeno motorway on-ramps (6km), providing easy access to Auckland, Hamilton, and Tauranga. Considerable land surrounding Tuakau is proposed to be re-zoned to Residential in the shorter term, underpinning Tuakau's high growth status.

Ideal for owner-occupiers, investors, and developers. 11 sections from Stage one sold fast, so call now for an information pack.

Note: The owner would also lease the land as fenced metal yard areas ranging from 5,000m².

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/waiuku/development-site/88519,"Lot 8-59 Cornwall Road, Waiuku",For sale by negotiation,"WAIUKU INDUSTRIAL SECTIONS - FOR SALE

Rarely available sections to buy and set up your business, or as an investment. Stage one sections range in size from 420m² to 18,647m², subject to final subdivision consent. 

Sections are zoned Business - Light Industry, allowing businesses including manufacturing, production, logistics, storage, transport, and distribution activities and is a well-positioned investment opportunity for potential purchasers.

Located on the eastern outskirts of Waiuku, the sections are approximately 20km to Pukekohe, 54km to Auckland Airport, 64km to Auckland CBD, and 103km to Hamilton. Ideal for owner-occupiers, investors, and developers.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/franklin-district/waiuku/development-site/88625,Waiuku,"For Sale $3,950,000Plus GST (if any)","BUY ONE OR MORE - LOCAL CENTRE ZONE - SIX TITLES

Buy one or more of these six Freehold titles located in central Waiuku. Total land area of 6,660m², zoned Business - Local Centre with three road frontages onto Bowen Street, Court Street, and Martyn Street. Situated in a prime position opposite New World and Mitre 10, the zoning allows for greater intensification of the site to incorporate commercial and residential use. Ideal for developers or owner-occupiers to secure all or part of this available land in a tightly held location.

Residential developments in Waiuku, Glenbrook, Paerata, and Patumahoe has created significant growth for Waiuku over the past 10 years. Additional to this is the Fernleigh light industrial three stage development. Benefits to the wider Franklin area are the investments in infrastructure including electrification of the railway and upgrades to motorway and local roading systems.

Read more",Jason Woodyard : 027567 8000
https://www.barfoot.co.nz/property/commercial/hauraki-district/waihi/retail/4100577,"6 Mueller Street, Waihi","For Sale $770,000Plus GST (if any)","RENT, REBUILD, OR RENOVATE IN WAIHI

This is a fantastic opportunity to get into the commercial sector of Waihi with multiple income streams or redevelopment opportunities. This 1,323m² section is located within the central CBD with on and off-street parking. 

The building is approximately 190m² and is split into two separate areas. The northern side contains a spacious two-bedroom unit complete with a kitchen and separate laundry. Two living areas provide ample space for socialising and relaxing. The vendor has just installed a new hot water cylinder, and the carpet is fresh throughout. With Healthy Homes certification, it could be your next rental opportunity, and it has a rental appraisal at $480-$530 per week.

The lower side contains a commercial space which has had several uses throughout its life, most recently as a fruit and vegetable shop. The front opening is complemented by a covered side entrance. At the rear, a large storeroom includes a loft for storage or manufacturing, along with a walk-in chiller and bathroom. An added bonus is three-phase power.

The section allows full drive-around access, and there is ample parking.

Waihi is a busy regional town with excellent through traffic servicing a wider area. The underground gold mine has recently received consent for another 18 years of operation, ensuring the prosperity of the district hub.

Contact the sole agent today for a full information pack.

Read more",Anthony Van Gessel : 021754 686
https://www.barfoot.co.nz/property/commercial/hauraki-district/waihi/tourism/4100090,"31 Orchard Road, Waihi","For Sale $1,020,000Plus GST (if any)","FREEHOLD RESTAURANT WITH ACCOMMODATION

Down Thyme offers a unique opportunity to get a business jump-started. This established restaurant in Waihi includes a comfortable one-bedroom apartment and a commercial kitchen.

The tranquil location will be a fantastic launch point for the purchaser. Great parking welcomes all travellers and is a hit with buses and car clubs alike. The restaurant seats 70 people, so large functions are easy to host. The kitchen is well-designed to ensure that chefs are part of the venue's action and energy.

At the rear, on the ground floor, is a commercial kitchen that was previously used to make ice cream. There is ample chiller space to support caterers, manufacturers, or large on-site events. There is a separate entrance for deliveries and the kitchen garden to get the freshest of herbs. A separate rear entrance leads up the stairs to a comfortable one-bedroom apartment with a large rear deck.

This is a large modern space, and with the appropriate council permits, could have a second bedroom added. The well-appointed kitchen could be your test location for some amazing dishes. An extensive chattel list will minimise your purchasing requirements, giving you that welcome head start.

Our vendor is ready for a well-earned retirement and is ready to hand over the keys. This property demands closer attention. Please contact the listing agent for a full information pack.

Read more",Anthony Van Gessel : 021754 686
https://www.barfoot.co.nz/property/commercial/manukau-city/east-tamaki/development-site/4100295,East Tamaki,Deadline sale closes 12th March 2026 at 12:00PM(unless sold prior),"EAST TAMAKI'S BEST - 2,436M² LAND

SOLE AGENCY

Rare opportunity to purchase a rectangular Fee Simple Title, situated one site back from Ti Rakau Drive, East Tamaki.

Seldom does a piece of land come to the market that presents a unique opportunity for developers, owner-occupiers, and investors alike to acquire a strategic block of land in the sought-after East Tamaki precinct.

KEY FEATURES:

Prime road frontage
Land area 2,436m² (more or less)
One site back from Ti Rakau Drive
Concrete yard
Fenced and gated
Drainage power, and water on-site

Trugood Drive runs off Cryers Road through to Ti Rakau Drive. This convenient location is not far from principal transport routes linking to the South Eastern Highway and East Tamaki Road, which extends through to Manukau to the southwest, providing access to SH1 onto Manukau via Preston Road. To the west, a motorway interchange is available via Highbrook Drive, which connects to the Southern Motorway for both northern and southern traffic.

Please contact the listing agents for more information. 

Read more",John Bolton : 021925 016 | Katie Wu : 027230 7895
https://www.barfoot.co.nz/property/commercial/manukau-city/east-tamaki/industrial/4012904,"20 Progressive Way, East Tamaki",For sale by negotiation,"COMMERCIAL UNITS IN A PRIME LOCATION

These units are located on the well-connected Ormiston Road, with access via Progressive Way. Their location borders the vast East Tamaki business area with easy motorway access. A gateway position to Botany Junction and the new Ormiston Town Centre.

With its prime location, this market-leading development provides business owners or investors with new, maintenance-free, modern adaptive business spaces at affordable rates.

10 PROPERTIES FOR SALE:

Unit 20 - 107m² with one car park
Unit 22 - 166m² with three car parks
Unit 24 - 112m² with two car parks
Unit 26 - 90m² with two car parks
Unit 28 - 90m² with two car parks
Unit 30 - 90m² with two car parks
Unit 40 - 118.5m² with three car parks
Unit 42 - 126m² with three car parks
Unit 44 - 170m² with three car parks
Unit 52 - 119m² with two car parks
Contemporary style, solid concrete construction, mezzanine floor
Feature high stud, full height roller door, wide access and great functionality

East Tamaki is the largest industrial area within the Auckland region. The region consists of a mix of businesses in a range of industrial sectors. East Tamaki has excellent access to both Botany Town Centre and Highbrook Southern Motorway connection 20. Auckland CBD and Auckland Airport are less than 13 kilometres away.

Read more",Katie Wu : 027230 7895 | Eddie Zhao : 027288 0188
https://www.barfoot.co.nz/property/commercial/manukau-city/east-tamaki/industrial/4052262,"48 Progressive Way, East Tamaki","For Sale $470,000Plus GST (if any)","BRAND NEW COMMERCIAL UNIT FOR SALE

The property is located on a well-connected Ormiston Road, with access via Progressive Way. Their location borders on the vast East Tamaki business area with easy motorway access. A gateway position to Botany Junction and the new Ormiston Town Centre.

With its prime location, this market-leading development provides business owners or investors with new, maintenance-free, modern adaptive business spaces at affordable rates.

KEY FEATURES:

Ground floor - 32m²
Mezzanine - 20m²
Total - 52m²
Full height roller door access
Amenities include a shower
Contemporary style, solid concrete construction
High stud, wide access, and great functionality

East Tamaki is the largest industrial area within the Auckland region. The region consists of a mix of businesses in a range of industrial sectors. East Tamaki has excellent access to both Botany Town Centre and Highbrook Southern Motorway connection 20. Auckland CBD and Auckland Airport are less than 13 kilometres away.

Read more",Katie Wu : 027230 7895 | Eddie Zhao : 027288 0188
https://www.barfoot.co.nz/property/commercial/manukau-city/east-tamaki/industrial/4076982,"Unit A2/35 Greenmount Drive, East Tamaki",For sale by negotiation,"TRUE GEM WAREHOUSE OPPORTUNITY - EAST TAMAKI

Welcome to the highly sought-after East Tamaki industrial precinct, where this amazing property awaits you! Boasting a prime location in a Heavy Industry zone, this property at Unit A2, 35 Greenmount Drive is a true gem.

Featuring a spacious ground floor showroom/office of 90m², a generous upstairs office of 90m², and a functional warehouse of 150m², this property has everything you need for your business to thrive. With two bathrooms/toilets, a kitchen, roller door access, and eight on-site car parks, convenience is at your fingertips.

Built in 2010 with concrete slab construction, this property offers a modern touch with stud height elevation ranging from 6m at the rear to 8m at the front. Strategically located close to main arterial routes and amenities, this property is perfect for businesses looking for a central industrial/commercial hub.

Immerse yourself in the bristling and vibrant ambience of this property, where opportunities await to elevate your business to new heights! Don’t miss out on this incredible chance, contact us today for more information and book a viewing.

KEY FEATURES:

Heavy Industry zone
Floor area circa 353m²
Two bathrooms/toilets and a kitchen 
Concrete slab construction 
Stud heights from 6m to 8m
Roller door access
Eight on-site car parks
Read more",Daryl Dumbong : 021023 56857 | Gary Ng : 021964 180
https://www.barfoot.co.nz/property/commercial/manukau-city/east-tamaki/industrial/4082770,"Unit 11/2 Progressive Way, East Tamaki",For sale by negotiation,"BOTANY SOUTH LIVE / WORK UNIT FOR SALE

Discover this unique property that seamlessly integrates commercial and residential spaces. Whether you're an investor seeking strong returns or a professional wanting a versatile live and work setup, this unit delivers unmatched flexibility. 

The first-level apartment features three bedrooms and two bathrooms. The open-plan living and dining area opens onto a sun-drenched balcony, offering a low-maintenance lifestyle.

 

The functional, ground-level office/warehouse is equipped with a kitchenette, toilet, and under-stairs storage, suitable for a range of light industrial, commercial, and residential uses.

KEY FEATURES:

Well-positioned live/work unit
Monthly tenancy - first floor residential of 83.1m² plus 10.9m² balcony
Monthly tenancy - ground floor commercial of 144.9m² with rear roller door access
Total of 244.9m² (more or less)
Located within minutes of SH1 and Ormiston Town Centre
Five designated car parks
Light Industry zone

Progressive Way is situated right on the fringe of East Tamaki’s dynamic business district, this property is just minutes from Ormiston Town Centre, Botany shopping centre, top schools, and major transport links. With high demand and excellent rental potential, this is an opportunity not to be missed.

Please contact the listing agents to arrange a viewing.

Read more",Katie Wu : 027230 7895 | John Bolton : 021925 016
