URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003796,"1607/10 Waterloo Quadrant, City Centre","$570 per week, available 10th April","2 bedroom in Waterloo Quadrant

QUADRANT HOTEL - Level 16

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Furnished 2 bedroom apartment with SEA VIEWS in one of Auckland CBD's most prestigious quality buildings.

-Two bedroom
-One bathroom
-FURNISHED
-WATER INCLUDED
-Approx 41 sqm
-Open plan living
-Modern kitchen
-Balcony
-Secure key tag access

Immaculately presented apartment with sea views! Situated in the high-class Quadrant Hotel on the sixteenth floor. Secure swipe card access and lovely landscaped gardens all on site.

The Quadrant is Centrally located in easy walking distance to the University precinct, Albert Park, High Street shops, restaurants, cafés, downtown, waterfront, Queen Street, buses, trains and ferries.

Available Date – 10/04/2026
Suitable for a maximum of 3 tenants.
No smokers allowed.

$570.00 per week.

MOVE IN COSTS:

- 4 x weeks bond = $2,280.00
- 2 x week rent in advance = $1,140.00
TOTAL: $3,420.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003796

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39003796

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39003842,"722/149 Nelson Street, City Centre","$580 per week, available 20th March","Two Bedroom Plus Carpark in Ascent Apartments

ASCENT APARTMENT NELSON STREET

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Prime location, two bedroom plus car park fully furnished inner-city apartment.

Enjoy warm and inviting open plan living, kitchen and dining that is basked in natural light. Step out onto the balcony for city-scape views that look out onto Auckland Harbour. Fully furnished with modern and comfortable furnishings. Great storage in both the kitchen and the bathroom, as well as in-room washing machine.

Property Features:
Furnished,
Two Bedrooms,
One Bathroom w/ laundry space
Covered Car Park Included,
Open Plan Living & Kitchen Area,
Balcony,
Key Tag Security Access,
Approx 53 sqm,

Just a short stroll to the hustle and bustle of the city centre. Enjoy great access to some of Auckland's best restaurants and cafes, a large range of shopping and retail spots, and public transport services. As well as walking distance to Ponsonby, and K Road.

See adv. layout below:

Available Date – 20/03/2026
Suitable for a maximum of 3 tenants.
No smokers allowed.

$580.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $2,32000
- 2 x week rent in advance = $1,160.00
TOTAL: $3,480.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003842

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39003842

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/eden-terrace/apartment/11020481,"1C/22 Fleet Street, Eden Terrace","$900 per week, available 11th March","For Rent Furnished 2 Bed + Study, 2 Bath + Parking

This park-view apartment features high-stud ceilings and crisp, modern lines. Enjoy the flexibility of an open plan layout featuring two generous double bedrooms, each with excellent storage. The master suite boasts a private ensuite and direct access to the sun-drenched balcony, where seamless glass balustrades frame tranquil views through the trees to Basque Park.
A dedicated study provides the perfect space to work from home or pursue your passions, while the sizable living area flows effortlessly outdoors, ideal for entertaining or simply unwinding in the
afternoon sun.

Located in a truly future-proofed position, you’ll be just moments from the vibrant retail scene in Newmarket, the culinary delights of Ponsonby, and enjoy unbeatable access to the CBD.

Key Features:
Furnished
2 Bed + Study
2 Bath - stylish bathrooms, including a master ensuite
2 Secure basement tandem car parks

No Smokers/Vapers
No Pets
Water is not included in the rent
Move-in costs: 4-weeks bond, 2-weeks rent in advance
Available for 1 year fixed-term tenancy, with the possibility of renewal.
Don't miss the opportunity to call this your next home!

THIS PROPERTY IS PROUDLY MANAGED BY BARFOOT & THOMPSON GREY LYNN

Landlords/Investors: At Barfoot & Thompson Grey Lynn Property Management, we provide professional, personalised and bespoke services for our clients. We do this with the backing of the biggest real estate and Property Management Company in Auckland. Ask us today about our management packages, casual letting services and rental appraisal services. We specialise in rentals and property management Auckland wide. PH: 09 3768954 or email:greylynn.rental@barfoot.co.nz

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide an offer of tenancy letter/email prior to money collection. If unsure, please pop into one of our branches and see us in person.

Read more",Vlad Muhin : 0272332 724
https://www.barfoot.co.nz/property/rental/auckland-city/eden-terrace/apartment/39003866,"327/184 Symonds Street, Eden Terrace","$610 per week, available 16th March","2 Bedroom APARTMENT WITH CARPARK

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

CITTA APARTMENTS

This 2 Bedroom Apartment comes with a secure carpark is located on the corner of upper Symonds Street and Khyber Pass Road.

Overlooking the manicured courtyard that is for exclusive use by residents only - providing a nice place away from the hustle and bustle of Auckland City.

· 2 Bedroom
· 1 Bathroom
· 1 Car Park
· FURNISHED (no cutlery)
· Open plane Kitchen, Dining & Lounge
· On-site Building Manager
· Security tag/fob access system

Easy access to New market, Parnell, Mt Eden, CBD and close to AUT, The University of Auckland, Auckland Hospital and public transport.

Available Date – 16.03.2026
Suitable for a maximum of 3 tenants.
No pets or smokers allowed.

$610.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $2,440.00
- 2 x week rent in advance = $1,220.00
TOTAL: $3,660.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39003866

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with
new viewing times and property information. Viewings may be cancelled if there are no attendees registered or
confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39003866

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting
documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement
to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person.
We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/herne-bay/unit/11024364,"2/14 Argyle Street, Herne Bay","$630 per week, available 7th March","Beautiful one bedroom unit in Herne Bay

***To register for viewings please click on ""book a viewing time"" on the Barfoot's website, enter your contact details and you will automatically be updated when viewing time is available***

Pets negotiable. Suit up to two people.

This is a one bedroom fully furnished (Can be unfurnished) unit, everything you see in the photos can be included or removed by negotiation, it has a lovely private fully fenced front yard which has a covered patio.

One big parking space around the back of the unit.

It is located within a short walk to Jervois Rd restaurants and shops, easy access to the city centre.

Zoned for Bayfield School, Ponsonby Intermediate and Western Springs College.

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on roadside and do not park on driveway.

For more info please call/text:

Kun - 027 553 2480

***To register for viewings please click on ""book a viewing time"" on the Barfoots website, enter your contact details and you will automatcially be updated when viewing time is available***

For further listings, please refer to the link below.

http://www.barfoot.co.nz/Branches/howick/Rentals

Read more",Kun Lu : 027553 2480
https://www.barfoot.co.nz/property/rental/auckland-city/mission-bay/house/11013563,"2-30B Kempthorne Crescent, Mission Bay","$1,100 per week, available 11th April","Modern, Three-Level Townhouse - Mission Bay

Situated down a right-of-way, this modern & peaceful three-level townhouse will be available to rent furnished from the 26th of April 2026.

The top level consists of a spacious open-plan kitchen/living opening onto a large deck. The master bedroom and the guest toilet are also on this level.

The mid-level has three double bedrooms (one with a covered deck) and the main bathroom.

Downstairs is the large double garage and the laundry.

Suit families or couples, pets will be considered, and no smokers please.

In zone for St Thomas's School and Selwyn College, Eastridge Shopping Mall is minutes away and the Kepa Road bus route has your CBD public transport commute all sorted.

The cost to move in is the first two weeks' rent and a bond equal to four weeks' rent.

For inquiries, contact Eve Pallatt on 027 540 9895.

Read more",Eve Pallatt : 027540 9895
https://www.barfoot.co.nz/property/rental/auckland-city/mt-eden/apartment/11020463,"409A/428 Dominion Road, Mt Eden","$500 per week, available now","Modern Studio Apartment in Eden View

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Eden View Apartments are the pinnacle of a new easy and convenient lifestyle not too far from the Auckland CBD and amidst the hustle and bustle of Dominion Road with its exciting mix of multicultural shops, cafes, eateries and more.

With bright & spacious Open-Plan living and impressive views reaching out to the Waitakere's for the perfect sunset; plus premium appliances for easy living. Features include:-

Furnished,
Whiteware Included,
Studio,
One Bathroom,
Open Plan Living Space,

Cafes, Restaurants and Boutique shops all just a stones through away plus large supermarket only five minutes walk; and if that's not enough, you'll be on main transport routes to Auckland CBD.

To top it off the location is in zone for Epsom Girls Grammar, Mount Eden Normal School and Balmoral School. Other good schools are nearby.

AVAILABLE NOW
Suitable for a maximum of 2 tenants.
No smokers allowed.

$500.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $2,000.00
- 2 x week rent in advance = $1,00.00
TOTAL: $3,000.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=11020463

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D11020463

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/parnell/apartment/11022536,"3c/138 St Stephens Avenue, Parnell","$2,500 per week, available now","FULLY FURNISHED ELEVATED LUXURY | DGZ Penthouse with Unrivalled 2-Car Secure Parking

Opportunities to secure a penthouse of this caliber on the coveted Northern Slopes of Parnell are few and far between. Positioned at the pinnacle of 138 St Stephens Avenue, this residence offers the perfect blend of lock-and-leave security and expansive, high-end living.

The Penthouse Edge
Space & Privacy: A thoughtful 2-bedroom, 2-bathroom layout designed for effortless flow, complemented by a dedicated powder room for guests and a quiet study—perfect for the modern professional or as a sophisticated library.

The ""Double Threat"": Exceptionally rare 2-car secure garaging—perfect for the car enthusiast, extra storage, or a multi-vehicle household.

Designer Living: Large open-plan living and dining area bathed in natural light, opening onto a private balcony with elevated views.

Master Suite: A sanctuary-like master bedroom featuring a generous ensuite and ample wardrobing.

Chef’s Kitchen: High-specification appliances and stone benchtops, ideal for entertaining.

Resort Amenities: Enjoy exclusive access to the shimmering complex pool, offering a refreshing retreat during Auckland’s summer months without the burden of maintenance.

The Location of Choice
Double Grammar Zone (DGZ): Secure your children’s future with access to Auckland’s best schools.

Parnell Village: A short walk to world-class dining, galleries, and boutique shopping.

Nature at Your Door: Steps away from the Parnell Rose Gardens and the coastal walkways of St Georges Bay.

Easy Commute: Minutes to the CBD, Britomart, and the motorway exchange.

Read more",Daniel Morris-Seymour : 027405 2505
https://www.barfoot.co.nz/property/rental/far-north-district/kerikeri/unit/71001446,Kerikeri,"$430 per week, available now","Fully Furnished Studio - Utilities Included

This 1-bedroom studio unit is located within 5mins drive to Kerikeri Township and a short walk to the Packhouse Market.

Fully furnished and all utilities included in rent. (water, power, and shared internet)

Relax on the deck surrounded by gardens or take a stroll to central Kerikeri and enjoy the local offerings.

Off street parking






Read more",Jo Leane : 027384 8419
https://www.barfoot.co.nz/property/rental/manukau-city/beachlands/unit/67003519,"44a Karo Road, Beachlands","$600 per week, available 26th March","HIDDEN HIDE AWAY!

This near new minor dwelling is attached to the main house, constructed by Stonewood Homes.

Offering 2 (TWO) bedrooms and 1 (ONE) bathroom.

The modern, centrally located open plan kitchen and living area flows out to the covered patio and separate garden.

There is a dedicated parking space and a garden shed for storage.

All this, only minutes away from the local shopping centre, Pine Harbour Marina and local parks.

No Smoking
Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Move in costs:
4 week bond
1 week in advance

Click on BOOK A VIEWING to register your interest, select a viewing time or apply online via our website. https://www.barfoot.co.nz/branches/beachlands?tab=ForRent

LANDLORDS: We offer free rental appraisals along with a full comprehensive property management service with very experienced property managers who are always happy to discuss the changes to legislation that may affect you. ie: insulation, healthy homes, etc. Please call Donna 027 839 7107

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle.

They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We do not advertise on Facebook Marketplace.


Read more",Donna Kirkwood : 027839 7107
https://www.barfoot.co.nz/property/rental/manukau-city/mangere-east/apartment/11013413,"202/8 Gray Avenue, Mangere East","$430 per week, available now","Perfect for Airport, Middlemore workers, singles and couples


Minutes to Middlemore and Auckland Airport, this cozy 1 bedroom 1 bathroom unit is an ideal for medical professionals, airport workers, singles, couples, or even seniors looking for a convenient location in the heart of Mangere East.

This apartment's does not come with a carpark but we have lots of off street parking. Apartment includes bed, fridge, microwave and drawer set.

Utilities to be directly arranged with Body Corporate.

Don't miss out on the opportunity to make this luxurious property your new home.

In zone for Mangere East School, Kedgley Intermediate & Aorere College.

REGISTER FOR VIEWINGS

www.barfoot.co.nz/Branches/Mangere/Rentals or email mangere.rental@barfoot.co.nz.
Select a property and click ""Book a Viewing Time"". If no times are available, register your details to be notified of the next viewing.

IMPORTANT NOTICE: Beware of Scams
Barfoot & Thompson will never ask for upfront payments.

Viewings are conducted by staff with official ID in sign-written vehicles.
Payments are requested only after completing an application form and receiving a tenancy agreement with clear instructions.

If unsure, contact us directly or visit our branch.
CONTACT US

Branch: 09 257 5682
Ian: 027 292 7990

Visit us at 359 Massey Rd, Mangere East (next to Countdown).

Read more",Ian Gonsalves : 027292 7990 | Ishmeet Kaur : 09257 5680
https://www.barfoot.co.nz/property/rental/manukau-city/mangere/townhouse/11023908,"28E Jordan Road, Mangere","$720 per week, available now","Jolly Jordan!

**Stylishly Furnished 3-Bedroom Home in Mangere – Comfort, Space & Convenience!**

Welcome to your new home! This modern and beautifully maintained 3-bedroom property in the heart of Mangere offers the perfect blend of comfort and convenience.

Step inside to find:
**Three Generous Bedrooms**
Spacious and light-filled, each bedroom is perfect for families, professionals, or anyone needing that extra bit of space.

**1.5 Contemporary Bathrooms**
Enjoy a full main bathroom plus a convenient separate guest toilet – ideal for busy mornings and entertaining guests.

**Open-Plan Living**
The sun-soaked living and dining areas flow effortlessly, providing the perfect space to relax, entertain, or unwind after a long day.

**Modern Kitchen**
Well-appointed with quality appliances and ample storage for all your culinary needs.

**Single Internal Garage**
Keep your vehicle secure and enjoy the added bonus of internal access, making grocery runs and rainy days a breeze.

**Low-Maintenance Outdoor Area**
A private space to enjoy morning coffee or weekend BBQs with friends and family.

**Location Highlights:**
- Close to local schools, parks, and amenities
- Easy access to public transport and motorways
- Vibrant Mangere community atmosphere

Ready to make this your new address?
Contact us today to arrange a viewing and secure this fantastic opportunity before it’s gone!

**Don’t miss out – homes like this are in high demand!**

No Smoking
Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Move in costs:
4 week bond
1 week in advance

Click on BOOK A VIEWING to register your interest, select a viewing time or apply online via our website. https://www.barfoot.co.nz/branches/beachlands?tab=ForRent

LANDLORDS: We offer free rental appraisals along with a full comprehensive property management service with very experienced property managers who are always happy to discuss the changes to legislation that may affect you. ie: insulation, healthy homes, etc. Please call Donna 027 839 7107

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle.

They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We do not advertise on Facebook Marketplace.

Read more",Donna Kirkwood : 027839 7107
https://www.barfoot.co.nz/property/rental/manukau-city/manukau/apartment/11023914,"608/17 Putney Way, Manukau","$560 per week, available now","2 Beddie near all amenities !!

This well-presented apartment offers a practical and comfortable layout, featuring two double bedrooms and a modern, well-appointed bathroom. Designed for easy living, the home provides ample space for relaxation while maintaining a functional flow throughout.

Ideally positioned within walking distance to Westfield Mall and Manukau Train Station, you will enjoy unparalleled convenience with excellent shops, cafés, restaurants, and essential amenities just moments from your doorstep.

This is a fantastic opportunity to secure a well-located home in a thriving and dynamic community.

Contact us today to arrange a viewing and make this property your next home.

Read more",Vivek Gautam : 021728 978
https://www.barfoot.co.nz/property/rental/north-shore-city/forrest-hill/apartment/11024332,"5/188 Forrest Hill Road, Forrest Hill","$850 per week, available 31st March","Brand New Furnished 3 Beds Home in Forrest Hill

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Be the first to live in this beautifully designed, brand new 3-bedroom townhouse, perfectly positioned in the heart of Forrest Hill. Offering style, comfort, and convenience, this modern home is ideal for families or professionals seeking low-maintenance living in a sought-after location.

Property Features:
Furnished
2 bedrooms 1 Single Room
3.5 modern bathrooms
Light-filled open-plan living area with a stylish kitchen featuring high-quality finishes
Sunny, private outdoor space – perfect for relaxing or entertaining
Internal access garage
Zoned for highly sought-after Westlake Boys’ and Girls’ High Schools

Location Highlights:
Ideally located near top local amenities including Wairau Park, Milford Centre, and Takapuna. This move-in-ready home offers comfort, convenience, and timeless appeal in one of the North Shore’s most desirable suburbs.

Available 31.03.2026
Suitable for a maximum of 5 tenants.
No pets or smokers allowed.

$850.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $3,400.00
- 2 x week rent in advance = $1,700.00
TOTAL: $5,100.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=11020921

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=11020921

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Charlene Wan : 022657 6923
https://www.barfoot.co.nz/property/rental/north-shore-city/takapuna/unit/11014561,"1/11 Sanders Avenue, Takapuna","$900 per week, available 13th April","FULLY FURNISHED 2 BEDROOM PROPERTY

Modern, Fully Furnished 2-Bedroom Apartment in the Heart of Takapuna!

Step into stylish, easy-care living with this beautifully presented, fully furnished 2-bedroom apartment in vibrant Takapuna!

Property Highlights:
- Spacious, light-filled living area
- Modern kitchen with quality appliances
- 2 generous bedrooms with built-in wardrobes
- Study
- Contemporary bathroom with both bath and shower
- 1 carport PLUS 1 additional off-street park
- Fully furnished—move in and start enjoying

Enjoy the unbeatable convenience of Takapuna’s shops, cafés, restaurants, and stunning beaches right at your doorstep. With public transport and motorway access close by, commuting is a breeze.

Perfect for professionals or couples seeking a hassle-free, move-in ready home in a prime location.

Don’t miss out on this exceptional opportunity!

Contact us today to arrange a viewing and make this fantastic Takapuna apartment your next home.

Available 13 April or before by arrangement

Move in costs 4 weeks bond and 2 weeks rent in advance

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into one of our branches and see us in person

Booking viewings ONLINE ONLY.
TO VIEW: Find the property online at https://www.barfoot.co.nz/branches/milford. Click the BOOK A VIEWING link and register yourself to attend scheduled viewings

Read more",Kathryn Thomas : 0278078954
https://www.barfoot.co.nz/property/rental/rodney-district/gulf-harbour/house/11023814,"43 Cape Cod Drive, Gulf Harbour","$700 per week, available 6th May","Fully Furnished Family Home

***Available from 06/05/2025 for 6 months only, however the lease can be extended by a few extra months if required until early 2027.***

***The house is fully furnished***

This attractive 3 bedroom home located at 43 Cape Cod Drive Gulf Harbour is a must-see property in a popular attractive neighbourhood. With a spacious section and a generous practical layout, this home offers plenty of space for comfortable living.

Check out the generous double garage with cleverly separated auto-doors for ease of use. The home also features open parking spaces including a large parking space for a boat or caravan and a fully fenced backyard - perfect for outdoor entertaining with a peaceful garden outlook. The interior of the house is well set up for couples, families or working from home with features such as a heat pump, gas stove, open plan kitchen, dining and living area that flows out to the deck and garden.

A short drive away is Gulf Harbour Primary school, Wentworth College & Primary, Shakespear Regional Park, the Gulf Harbour marina, as well as our scenic beaches - the lifestyle on offer here is too good to miss out on. Pets By Consent

Read more",Matt Newton : 027393 6099
https://www.barfoot.co.nz/property/rental/tauranga-district/bellevue/house/11022446,"40 Margaret Road, Bellevue","$750 per week, available 22nd March","Views & Lifestyle

**6 MONTH MAXIMUM RENTAL - FULLY FURNISHED**

**To register for a viewing please click on ""Book a viewing"" on the Barfoot and Thompson website**
Viewings are Monday to Friday ONLY

Available 22/03/2026

**Fully Furnished & 6 Month Fixed Term Only**

Are you transferring to Tauranga or building and need accommodation for short term?
This generously proportioned family home might just be what you are looking for.
Close to all levels of school and easy commute to arterial routes.
Outstanding views and swimming pool as well, there is still time to enjoy warm, sunny days.

Featuring
**3 bedrooms plus rumpus or 4th bedroom downstairs**
**2x Bathrooms**
**Large deck off the living area, perfect for BBQ's and entertaining**
**Swimming pool and outdoor deck**
**Close to all Otumoetai schools**

**Fully Furnished**

**Note that this property is only available for a maximum of 6 months from 22/03/2026**

6 month fixed term
Maximum tenants: 5
Furnished

Please drive by the home to view the exterior, but please do not enter the grounds of the property.

Move in costs:
4 weeks' bond
2 weeks' rent

Beware of Scams. Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle.

Read more",Steve Dougherty : 021606 451
https://www.barfoot.co.nz/property/rental/tauranga-district/mt-maunganui/apartment/11024331,"3/186 Marine Parade, Mt Maunganui","$1,200 per week, available 6th March","PRIME LOCATION - BEACH FRONT PARADISE - FULLY FURNISHED

To register for a viewing please click on 'Book a viewing' on the Barfoot and Thompson website

NOTE: There are no showings booked through Phone, please book through the website

Positioned directly across the road from the beach, this fully furnished three-bedroom, one-bathroom apartment offers relaxed coastal living in a prime Marine Parade location. Wake up to sea views and the sound of the waves, with the shoreline just moments from your doorstep.

Light-filled living spaces capture the outlook, creating the perfect setting to unwind or entertain. Fully furnished and ready to move into, this property provides effortless convenience — whether you’re seeking a lock-and-leave lifestyle, a seaside retreat, or an investment in an unbeatable beachfront position.

Opportunities in this sought-after Marine Parade location are always in demand — secure your slice of coastal living today.

Register your interest by going to the website: https://www.barfoot.co.nz/branches/tauranga
Click on ""Book Viewing"" of the property you are interested in and select the available viewing time. If you cannot attend your selected viewing time please cancel to allow another interested party to attend as a limited number of spots are available per viewing session. If a viewing time isn't available please just register.

Viewings will all be between 9:00am & 4:30pm Monday to Friday

Note: Once registered all viewing times and updates will be messaged to you via the automated system. Due to the amount of interest, you may not be contacted to arrange a suitable viewing time.

Beware of scams! Barfoot & Thompson do not ask for money up front until you have seen the property inside and out by a staff member who will be wearing I.D. and travelling in a sign written vehicle. If you are unsure, please call into one of our branches and see us in person.

Read more",Jade Collins : 021803 208
https://www.barfoot.co.nz/property/rental/tauranga-district/tahawai/house/11022413,"4 Harbour View Road, Tahawai","$500 per week, available now","Secluded Beach Living

**To register for a viewing please click on ""Book a viewing"" on the Barfoot and Thompson website**
Viewings are Monday to Friday ONLY

Available Now

**This is Fully Furnished and for a 6 month Fixed Term only**

Only moments from the vibrant town of Katikati, yet seemingly a world away from anywhere. The drop-dead gorgeous 2 bedroom home is an absolute charmer. Only a short stroll to a beautiful beach, you really do have a sense of being on holiday.

Features:
**Fully Furnished**
**2x Bedrooms**
**Family Bathroom**
**Garage and off-street parking**
**Beautiful landscaped gardens**
**Short stroll to beach**
**10 Minutes to Katikati**

Note that this is ONLY for a Fixed Term of 6 months.


6 month fixed term
Maximum tenants: 3
Furnished

NO vaping or smoking.

Please drive by the home to view the exterior, but please do not enter the grounds of the property.

Move in costs:
4 weeks' bond
2 weeks' rent

Beware of Scams. Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle.


Read more",Steve Dougherty : 021606 451
